observation_id,species,file_path,user,observed_on,latitude,longitude,num_identification_agreements
246772793,Amanita citrina,data/raw/images/Amanita_citrina/246772793.jpg,rene354,2024-10-11,55.2654616667,10.7810333333,1
318852562,Amanita citrina,data/raw/images/Amanita_citrina/318852562.jpg,mortenchristensen,2025-10-05,55.4046133333,11.5998033333,1
184537348,Amanita citrina,data/raw/images/Amanita_citrina/184537348.jpg,stineij,2023-09-23,55.0604028333,10.9224166667,1
246773102,Amanita citrina,data/raw/images/Amanita_citrina/246773102.jpg,rene354,2024-10-11,55.2679721821,10.7780093327,1
138227208,Amanita citrina,data/raw/images/Amanita_citrina/138227208.jpg,wilhelm_falk_petersen,2022-10-10,56.4353819658,10.3887859359,1
92585987,Amanita citrina,data/raw/images/Amanita_citrina/92585987.jpg,birdmann,2021-08-26,56.01495,12.0677528333,1
319532047,Amanita citrina,data/raw/images/Amanita_citrina/319532047.jpg,grumgunnar,2025-10-08,56.0864077089,12.4008745328,1
96556973,Amanita citrina,data/raw/images/Amanita_citrina/96556973.jpg,nkbertelsen,2021-09-29,56.0959510803,9.7854089736,1
246477652,Amanita citrina,data/raw/images/Amanita_citrina/246477652.jpg,rene354,2024-10-09,55.2715966667,10.7801833333,1
248061964,Amanita citrina,data/raw/images/Amanita_citrina/248061964.jpg,rene354,2024-10-19,55.27042,10.7892066667,1
94374464,Amanita citrina,data/raw/images/Amanita_citrina/94374464.jpg,henrikbjerreso,2021-09-10,55.762486,12.4185459722,1
94578763,Amanita citrina,data/raw/images/Amanita_citrina/94578763.jpg,johnoster,2021-09-12,55.2853061171,14.7675543097,1
93029998,Amanita citrina,data/raw/images/Amanita_citrina/93029998.jpg,jesperqvist,2021-08-30,56.0141588515,12.0691430289,1
242864963,Amanita citrina,data/raw/images/Amanita_citrina/242864963.jpg,mettehhh,2024-09-20,56.1685508997,9.5765936,1
244269674,Amanita citrina,data/raw/images/Amanita_citrina/244269674.jpg,andreasviking82,2024-09-27,57.4401465309,9.9934206878,1
92780517,Amanita citrina,data/raw/images/Amanita_citrina/92780517.jpg,andreas_aunsholt,2021-08-28,56.5733023966,9.0449778361,1
179744590,Amanita citrina,data/raw/images/Amanita_citrina/179744590.jpg,carl_kristensen,2023-08-22,55.5804683333,9.276515,1
187790581,Amanita citrina,data/raw/images/Amanita_citrina/187790581.jpg,lenaquist,2023-10-16,55.8221883333,11.393205,1
321806557,Amanita citrina,data/raw/images/Amanita_citrina/321806557.jpg,frank555,2025-10-19,55.6090181,12.0359836,1
137513412,Amanita citrina,data/raw/images/Amanita_citrina/137513412.jpg,fionaelisabeth,2022-10-04,55.4241905212,10.1153926849,1
249296489,Amanita citrina,data/raw/images/Amanita_citrina/249296489.jpg,karenbrodersen,2024-10-27,56.4742779722,9.842641,1
320010648,Amanita citrina,data/raw/images/Amanita_citrina/320010648.jpg,henrikbjerreso,2025-10-10,55.7645604,12.3888555997,1
185601622,Amanita citrina,data/raw/images/Amanita_citrina/185601622.jpg,esterhojrup,2023-09-25,56.6429133333,9.9777,1
185126950,Amanita citrina,data/raw/images/Amanita_citrina/185126950.jpg,birte_dal,2023-09-27,56.1259814865,10.205404982,1
67475833,Amanita citrina,data/raw/images/Amanita_citrina/67475833.jpg,meuchael,2020-09-26,55.5791574501,12.58420252,1
62561068,Amanita citrina,data/raw/images/Amanita_citrina/62561068.jpg,anitabr,2020-10-14,56.468699969,9.8485016529,2
62554010,Amanita citrina,data/raw/images/Amanita_citrina/62554010.jpg,jakobkoch,2020-10-14,56.03218333,9.74102167,1
242104155,Amanita citrina,data/raw/images/Amanita_citrina/242104155.jpg,michaelst,2024-09-15,55.1760389163,8.9385198802,1
238073849,Amanita citrina,data/raw/images/Amanita_citrina/238073849.jpg,ulrikjes,2024-08-22,56.9108107653,9.9282459542,1
178358688,Amanita citrina,data/raw/images/Amanita_citrina/178358688.jpg,gilajenny,2023-08-14,55.2781780474,14.7582310414,1
93101019,Amanita citrina,data/raw/images/Amanita_citrina/93101019.jpg,henrikbjerreso,2021-08-30,55.7791334199,12.4570626304,1
247605143,Amanita citrina,data/raw/images/Amanita_citrina/247605143.jpg,johanneskot,2024-10-16,56.2305027151,10.577951779,1
62778185,Amanita citrina,data/raw/images/Amanita_citrina/62778185.jpg,michaelstevns,2020-10-17,56.5342557351,8.9071951941,1
97625415,Amanita citrina,data/raw/images/Amanita_citrina/97625415.jpg,zenithavorret,2021-10-09,54.9920120239,10.6899223328,1
98776805,Amanita citrina,data/raw/images/Amanita_citrina/98776805.jpg,anita_jorgensen,2021-10-20,54.8952461958,11.2550254368,1
314587818,Amanita citrina,data/raw/images/Amanita_citrina/314587818.jpg,kvikib,2025-09-17,56.1231260324,9.9711225125,1
137118837,Amanita citrina,data/raw/images/Amanita_citrina/137118837.jpg,mariamonrad,2022-10-01,55.6630554703,11.8165406305,1
320008172,Amanita citrina,data/raw/images/Amanita_citrina/320008172.jpg,henrikbjerreso,2025-10-10,55.7638077071,12.3855932444,1
245706226,Amanita citrina,data/raw/images/Amanita_citrina/245706226.jpg,heavyhenne,2024-10-05,55.6890833333,9.5346083333,1
248054937,Amanita citrina,data/raw/images/Amanita_citrina/248054937.jpg,carl-gustav,2024-10-19,56.0829633,10.2174705,1
93135424,Amanita citrina,data/raw/images/Amanita_citrina/93135424.jpg,rasmus141,2021-08-31,55.1597638333,10.433445,2
239957503,Amanita citrina,data/raw/images/Amanita_citrina/239957503.jpg,jrhdk,2024-09-05,56.17004597,9.53098328,1
251077848,Amanita citrina,data/raw/images/Amanita_citrina/251077848.jpg,susanne20,2024-11-02,56.5150122833,9.1841260759,1
98591808,Amanita citrina,data/raw/images/Amanita_citrina/98591808.jpg,mariannefock,2021-10-18,56.7489434733,8.8293941226,1
189363190,Amanita citrina,data/raw/images/Amanita_citrina/189363190.jpg,heather1780,2023-10-29,54.9991295,11.9372630997,1
139101982,Amanita citrina,data/raw/images/Amanita_citrina/139101982.jpg,jakob_faerch,2022-10-17,55.8198852539,11.3879270554,1
178656902,Amanita citrina,data/raw/images/Amanita_citrina/178656902.jpg,jrhdk,2023-08-16,56.14307968,9.57061653,1
180089987,Amanita citrina,data/raw/images/Amanita_citrina/180089987.jpg,jrhdk,2023-08-25,56.1701026,9.53274099,1
99965036,Amanita citrina,data/raw/images/Amanita_citrina/99965036.jpg,haustuer,2021-11-01,55.1047935486,14.8916330338,2
183638472,Amanita citrina,data/raw/images/Amanita_citrina/183638472.jpg,frejschmedes,2023-09-17,55.7912801067,12.347270418,1
137740022,Amanita citrina,data/raw/images/Amanita_citrina/137740022.jpg,petergeorg,2022-10-06,55.4797310556,11.5220196389,1
248143877,Amanita citrina,data/raw/images/Amanita_citrina/248143877.jpg,tostra97,2024-10-19,55.9569783333,12.344295,1
143865115,Amanita citrina,data/raw/images/Amanita_citrina/143865115.jpg,mariannestub,2022-10-05,56.1245859501,9.6187642967,1
320032836,Amanita citrina,data/raw/images/Amanita_citrina/320032836.jpg,henrikbjerreso,2025-10-10,55.7686477,12.3910066,1
316736786,Amanita citrina,data/raw/images/Amanita_citrina/316736786.jpg,rene354,2025-09-26,55.2668383333,10.785515,1
140060828,Amanita citrina,data/raw/images/Amanita_citrina/140060828.jpg,clarissa_jo,2022-10-26,55.3951263428,11.3563776016,1
137614665,Amanita citrina,data/raw/images/Amanita_citrina/137614665.jpg,berdiin,2022-10-05,55.7589111328,12.3916740417,1
95965888,Amanita citrina,data/raw/images/Amanita_citrina/95965888.jpg,elinchristensen,2021-09-24,55.2695198058,14.7600250242,2
117846389,Amanita citrina,data/raw/images/Amanita_citrina/117846389.jpg,mariaravn,2021-09-19,55.927521874,9.7351897221,1
318392623,Amanita citrina,data/raw/images/Amanita_citrina/318392623.jpg,peerkammerhansen,2025-10-03,55.48232,9.1086805,1
320364570,Amanita citrina,data/raw/images/Amanita_citrina/320364570.jpg,topios,2021-08-27,55.9548694444,11.9082805556,1
94698833,Amanita citrina,data/raw/images/Amanita_citrina/94698833.jpg,kristoffer_b,2021-09-13,55.8312127,12.1896737,1
138859499,Amanita citrina,data/raw/images/Amanita_citrina/138859499.jpg,jonesor,2022-10-15,55.372475,10.2070616667,1
243434824,Amanita citrina,data/raw/images/Amanita_citrina/243434824.jpg,martinhojhansen,2024-09-22,56.48743,9.8196533333,1
250565944,Amanita citrina,data/raw/images/Amanita_citrina/250565944.jpg,ullacarl,2024-10-29,56.0802388333,9.6897616667,2
248737214,Amanita citrina,data/raw/images/Amanita_citrina/248737214.jpg,mettehhh,2024-10-23,56.4017180997,9.3482766,2
248452391,Amanita citrina,data/raw/images/Amanita_citrina/248452391.jpg,rene354,2024-10-21,55.2604666667,10.78012,1
318911448,Amanita citrina,data/raw/images/Amanita_citrina/318911448.jpg,kasperbertelsen,2025-10-05,55.8008520636,12.3739169911,1
235893875,Amanita citrina,data/raw/images/Amanita_citrina/235893875.jpg,jrhdk,2024-08-15,56.15203457,9.56934826,1
322973111,Amanita citrina,data/raw/images/Amanita_citrina/322973111.jpg,mariannemunxk,2025-10-25,55.7694033333,12.4061866667,1
94700060,Amanita citrina,data/raw/images/Amanita_citrina/94700060.jpg,madsnavntoft,2021-09-13,55.7170122704,9.0586599857,1
306460893,Amanita citrina,data/raw/images/Amanita_citrina/306460893.jpg,plefevre,2025-08-15,54.8107223511,12.1275167465,1
94419006,Amanita citrina,data/raw/images/Amanita_citrina/94419006.jpg,anneadsersen,2021-09-11,55.7727097555,12.3974601193,1
183965345,Amanita citrina,data/raw/images/Amanita_citrina/183965345.jpg,mettehhh,2023-09-19,56.1646805556,9.5762388889,1
138755268,Amanita citrina,data/raw/images/Amanita_citrina/138755268.jpg,jonesor,2022-10-14,55.1373471667,10.2795883333,1
189369451,Amanita citrina,data/raw/images/Amanita_citrina/189369451.jpg,erlandreflingnielsen,2023-10-27,55.434758,9.429144,2
139002532,Amanita citrina,data/raw/images/Amanita_citrina/139002532.jpg,pipann,2022-10-16,55.124478841,10.5860899016,1
247465231,Amanita citrina,data/raw/images/Amanita_citrina/247465231.jpg,morten66,2024-10-15,55.9901669722,12.016175,1
248457360,Amanita citrina,data/raw/images/Amanita_citrina/248457360.jpg,rene354,2024-10-21,55.2641183333,10.7794416667,1
316106435,Amanita citrina,data/raw/images/Amanita_citrina/316106435.jpg,mads_pedersen,2025-09-22,55.1419944637,10.2877244382,1
244128125,Amanita citrina,data/raw/images/Amanita_citrina/244128125.jpg,rene354,2024-09-26,55.2641983333,10.7792833333,1
247075955,Amanita citrina,data/raw/images/Amanita_citrina/247075955.jpg,vibe666,2024-10-12,55.2254943848,11.4695940018,1
325463060,Amanita citrina,data/raw/images/Amanita_citrina/325463060.jpg,perslev,2025-11-08,55.0451011658,12.2600231171,2
139215545,Amanita citrina,data/raw/images/Amanita_citrina/139215545.jpg,rasmus303,2022-10-18,56.1024896522,9.6805064846,1
324716746,Amanita citrina,data/raw/images/Amanita_citrina/324716746.jpg,doreminaturalist,2025-11-03,55.840112378,12.4591073021,2
179713433,Amanita citrina,data/raw/images/Amanita_citrina/179713433.jpg,jjungus,2023-08-22,56.0604858398,9.7268218994,1
189363578,Amanita citrina,data/raw/images/Amanita_citrina/189363578.jpg,heather1780,2023-10-29,54.9991167,11.9373041997,1
94086100,Amanita citrina,data/raw/images/Amanita_citrina/94086100.jpg,charlotte222,2021-09-08,56.0632487718,12.5340267951,1
184237894,Amanita citrina,data/raw/images/Amanita_citrina/184237894.jpg,jrhdk,2023-09-21,56.16986243,9.58444496,1
243297469,Amanita citrina,data/raw/images/Amanita_citrina/243297469.jpg,idkidkidkidkidkidk,2024-09-22,56.2891572471,10.4628780357,1
242309197,Amanita citrina,data/raw/images/Amanita_citrina/242309197.jpg,lone10,2024-09-17,56.2188946,9.7291601,1
323853539,Amanita citrina,data/raw/images/Amanita_citrina/323853539.jpg,dundunje,2025-10-29,56.1503889701,10.5291586742,1
325317182,Amanita citrina,data/raw/images/Amanita_citrina/325317182.jpg,line114,2025-11-07,56.88198,9.6165083333,1
96068461,Amanita citrina,data/raw/images/Amanita_citrina/96068461.jpg,phyllfreak,2021-09-25,55.7736053609,12.4107006611,1
63386369,Amanita citrina,data/raw/images/Amanita_citrina/63386369.jpg,k-urt,2020-10-24,54.9095098874,9.8322105162,1
187234416,Amanita citrina,data/raw/images/Amanita_citrina/187234416.jpg,takvinge,2023-10-12,57.6218083333,10.4117083333,1
92648975,Amanita citrina,data/raw/images/Amanita_citrina/92648975.jpg,jensshansen,2021-08-27,56.0141952646,12.348049376,1
98883934,Amanita citrina,data/raw/images/Amanita_citrina/98883934.jpg,charlotte222,2021-10-21,56.0455971667,12.3387366667,1
139259612,Amanita citrina,data/raw/images/Amanita_citrina/139259612.jpg,thorkile,2022-10-18,55.61902,11.9524033333,1
138523972,Amanita citrina,data/raw/images/Amanita_citrina/138523972.jpg,birdmann,2022-10-08,56.0536195,12.0567333333,1
138095610,Amanita citrina,data/raw/images/Amanita_citrina/138095610.jpg,henmads,2022-10-09,56.3989817491,10.8955733199,1
321377974,Amanita citrina,data/raw/images/Amanita_citrina/321377974.jpg,jonas_petersen,2025-10-17,56.1222763062,12.3190345764,1
136801566,Amanita citrina,data/raw/images/Amanita_citrina/136801566.jpg,mskotte,2022-09-28,55.0091736065,11.9701547641,1
317512004,Amanita citrina,data/raw/images/Amanita_citrina/317512004.jpg,dpeskildsen,2025-09-24,55.2908211534,11.6146795477,1
140242616,Amanita citrina,data/raw/images/Amanita_citrina/140242616.jpg,salturt,2022-10-28,55.7595214844,12.581864357,1
94907103,Amanita citrina,data/raw/images/Amanita_citrina/94907103.jpg,allankt1,2021-09-15,56.1570445,9.5658616667,2
138754660,Amanita citrina,data/raw/images/Amanita_citrina/138754660.jpg,jonesor,2022-10-14,55.1364445,10.2793283333,1
140007632,Amanita citrina,data/raw/images/Amanita_citrina/140007632.jpg,arachon,2022-10-23,55.438141,11.5445539722,1
139201595,Amanita citrina,data/raw/images/Amanita_citrina/139201595.jpg,nikibifrost,2022-10-08,54.9205862452,11.3320081216,2
179650222,Amanita citrina,data/raw/images/Amanita_citrina/179650222.jpg,laukro,2023-08-22,55.9897041321,12.3454875946,1
248754489,Amanita citrina,data/raw/images/Amanita_citrina/248754489.jpg,rene354,2024-10-23,55.2711133333,10.7887866667,1
247119631,Amanita citrina,data/raw/images/Amanita_citrina/247119631.jpg,ellegaardsnatur,2024-10-13,55.5190929467,9.2566395923,1
93450189,Amanita citrina,data/raw/images/Amanita_citrina/93450189.jpg,lene_press_nielsen,2021-09-03,56.15545998,9.56644591,1
95247534,Amanita citrina,data/raw/images/Amanita_citrina/95247534.jpg,sachavang,2021-09-18,55.0746803284,14.7465305328,2
92220497,Amanita citrina,data/raw/images/Amanita_citrina/92220497.jpg,lenekieldsen,2021-08-23,56.1123352051,9.9965639114,1
247428960,Amanita citrina,data/raw/images/Amanita_citrina/247428960.jpg,kimlf,2024-10-14,55.43183,11.5398866667,1
137413909,Amanita citrina,data/raw/images/Amanita_citrina/137413909.jpg,jesperln,2022-10-03,56.39038,9.3253283333,1
63954459,Amanita citrina,data/raw/images/Amanita_citrina/63954459.jpg,adam550,2020-10-13,55.9097973258,11.9486206491,2
185003408,Amanita citrina,data/raw/images/Amanita_citrina/185003408.jpg,ellen170,2023-09-26,56.03863863,9.36982977,1
93059762,Amanita citrina,data/raw/images/Amanita_citrina/93059762.jpg,jornarnt,2021-08-30,55.2812870679,11.9339166209,1
139106135,Amanita citrina,data/raw/images/Amanita_citrina/139106135.jpg,takvinge,2022-10-12,57.2954366667,10.514325,1
137266869,Amanita citrina,data/raw/images/Amanita_citrina/137266869.jpg,bnj,2022-10-02,55.777923584,12.4335260391,1
184681949,Amanita citrina,data/raw/images/Amanita_citrina/184681949.jpg,rasmus_erhardsen,2023-09-24,54.8152559722,12.128408,1
100586762,Amanita citrina,data/raw/images/Amanita_citrina/100586762.jpg,lars_petersen2,2021-11-08,55.9583192821,12.3003080766,1
134975201,Amanita citrina,data/raw/images/Amanita_citrina/134975201.jpg,lassedumke,2022-09-14,56.2789021228,10.0133066716,1
183260850,Amanita citrina,data/raw/images/Amanita_citrina/183260850.jpg,sz_david_szoke,2023-09-14,56.0341659722,12.3374199722,1
98688601,Amanita citrina,data/raw/images/Amanita_citrina/98688601.jpg,janskouv,2021-10-17,56.0672945,12.52680333,1
179331416,Amanita citrina,data/raw/images/Amanita_citrina/179331416.jpg,flemming89,2023-08-20,54.60617,11.9572533333,1
320633917,Amanita citrina,data/raw/images/Amanita_citrina/320633917.jpg,rene354,2025-10-13,55.2711083333,10.7887283333,1
187659245,Amanita citrina,data/raw/images/Amanita_citrina/187659245.jpg,lenaquist,2023-10-15,55.8286533333,11.39957,1
321690832,Amanita citrina,data/raw/images/Amanita_citrina/321690832.jpg,anita_jorgensen,2025-10-18,54.7249160022,11.2194462837,1
93972575,Amanita citrina,data/raw/images/Amanita_citrina/93972575.jpg,anielaholt,2021-09-07,56.1015971667,10.23795,1
245624408,Amanita citrina,data/raw/images/Amanita_citrina/245624408.jpg,martinhojhansen,2024-10-04,56.4024916667,9.438345,1
64790846,Amanita citrina,data/raw/images/Amanita_citrina/64790846.jpg,thel,2020-10-04,55.0498063643,12.241745744,1
136295758,Amanita citrina,data/raw/images/Amanita_citrina/136295758.jpg,karenstevnbak,2022-09-24,55.894337,12.3937279722,1
315324655,Amanita citrina,data/raw/images/Amanita_citrina/315324655.jpg,vibesj,2025-09-20,56.2730636597,9.8729581833,1
138085711,Amanita citrina,data/raw/images/Amanita_citrina/138085711.jpg,etting,2022-10-09,55.4235420227,11.5818157196,1
94806537,Amanita citrina,data/raw/images/Amanita_citrina/94806537.jpg,sam223,2021-09-14,55.4788359785,9.0897415836,2
189976311,Amanita citrina,data/raw/images/Amanita_citrina/189976311.jpg,erlandreflingnielsen,2023-11-04,55.594202,8.906794,2
139323119,Amanita citrina,data/raw/images/Amanita_citrina/139323119.jpg,nansemanse,2022-10-19,57.4766903488,10.1701494065,1
186134522,Amanita citrina,data/raw/images/Amanita_citrina/186134522.jpg,katrinejulius,2023-10-03,55.0984528333,9.4259716667,1
137128216,Amanita citrina,data/raw/images/Amanita_citrina/137128216.jpg,niels_chr_staugaard_nielsen,2022-10-01,56.506866331,10.5384325346,1
215495095,Amanita citrina,data/raw/images/Amanita_citrina/215495095.jpg,anemone5,2023-09-26,55.8802855248,12.3626744282,1
96589141,Amanita citrina,data/raw/images/Amanita_citrina/96589141.jpg,emiliasandager,2021-09-28,55.7758966667,12.4380616667,1
240290380,Amanita citrina,data/raw/images/Amanita_citrina/240290380.jpg,mivo20,2024-09-07,56.0978277549,10.2349127662,1
92769075,Amanita citrina,data/raw/images/Amanita_citrina/92769075.jpg,jakob23571958,2021-08-28,54.9808408041,12.0849331934,1
94577633,Amanita citrina,data/raw/images/Amanita_citrina/94577633.jpg,bjrn49,2021-09-12,56.34891007,10.28817196,2
182792111,Amanita citrina,data/raw/images/Amanita_citrina/182792111.jpg,janskouv,2023-09-10,56.0467555,12.5645666667,1
98309288,Amanita citrina,data/raw/images/Amanita_citrina/98309288.jpg,helle-belle,2021-10-15,55.4752783333,9.66868,1
96385044,Amanita citrina,data/raw/images/Amanita_citrina/96385044.jpg,solsommer89,2021-09-25,55.4256583467,11.5767518932,1
240311675,Amanita citrina,data/raw/images/Amanita_citrina/240311675.jpg,ellegaardsnatur,2024-09-07,55.6832973934,9.6170088968,1
95387316,Amanita citrina,data/raw/images/Amanita_citrina/95387316.jpg,janskouv,2021-09-19,56.0051388889,12.5659972222,1
97687983,Amanita citrina,data/raw/images/Amanita_citrina/97687983.jpg,jenselm,2021-10-09,56.1002388333,10.2351116667,1
317795773,Amanita citrina,data/raw/images/Amanita_citrina/317795773.jpg,fritillariadk,2025-09-30,57.148979187,9.9909381866,1
185123255,Amanita citrina,data/raw/images/Amanita_citrina/185123255.jpg,jrhdk,2023-09-27,56.16690384,9.569194,1
249862782,Amanita citrina,data/raw/images/Amanita_citrina/249862782.jpg,nikibifrost,2024-10-17,54.91949,11.31697,1
189097425,Amanita citrina,data/raw/images/Amanita_citrina/189097425.jpg,line114,2023-10-24,56.8840102787,9.6099051387,1
183996644,Amanita citrina,data/raw/images/Amanita_citrina/183996644.jpg,charlotte1072,2023-09-19,56.0574445,12.3074116667,1
246318864,Amanita citrina,data/raw/images/Amanita_citrina/246318864.jpg,rene354,2024-10-08,55.2655033333,10.7816766667,1
94406430,Amanita citrina,data/raw/images/Amanita_citrina/94406430.jpg,monaphipps,2021-09-01,57.4801845267,10.1754259318,3
315482790,Amanita citrina,data/raw/images/Amanita_citrina/315482790.jpg,jrhdk,2025-09-21,56.1570247,9.5615008,1
139201583,Amanita citrina,data/raw/images/Amanita_citrina/139201583.jpg,nikibifrost,2022-10-08,54.9212768293,11.3270233926,1
91509650,Amanita citrina,data/raw/images/Amanita_citrina/91509650.jpg,gmillard,2021-08-17,55.4007110596,12.1330080032,1
246775658,Amanita citrina,data/raw/images/Amanita_citrina/246775658.jpg,rene354,2024-10-11,55.2655016667,10.7813166667,1
137966882,Amanita citrina,data/raw/images/Amanita_citrina/137966882.jpg,gustav20,2022-10-08,55.83358449,9.88308273,1
315225984,Amanita citrina,data/raw/images/Amanita_citrina/315225984.jpg,fakdk,2025-09-20,56.2292732347,10.7037548412,1
298758339,Amanita citrina,data/raw/images/Amanita_citrina/298758339.jpg,helvellaa,2023-08-14,56.1333203526,9.4963935331,2
99090301,Amanita citrina,data/raw/images/Amanita_citrina/99090301.jpg,scecph,2021-10-23,55.8018417358,12.5101413727,1
138092287,Amanita citrina,data/raw/images/Amanita_citrina/138092287.jpg,thomas_boje_nielsen,2022-10-09,56.1484270078,10.6932620891,1
249010191,Amanita citrina,data/raw/images/Amanita_citrina/249010191.jpg,rene354,2024-10-25,55.2650883333,10.77938,1
99431923,Amanita citrina,data/raw/images/Amanita_citrina/99431923.jpg,lene11,2021-10-03,55.8413051822,12.471164246,1
179330284,Amanita citrina,data/raw/images/Amanita_citrina/179330284.jpg,jrhdk,2023-08-20,56.15258292,9.56398576,1
193396950,Amanita citrina,data/raw/images/Amanita_citrina/193396950.jpg,mikael75,2023-10-22,55.9689728,10.1216159997,2
139741608,Amanita citrina,data/raw/images/Amanita_citrina/139741608.jpg,tylerthecreator,2022-10-23,55.5455205264,8.4491608199,1
245624341,Amanita citrina,data/raw/images/Amanita_citrina/245624341.jpg,martinhojhansen,2024-10-04,56.4018466667,9.43683,1
320153065,Amanita citrina,data/raw/images/Amanita_citrina/320153065.jpg,fakdk,2025-10-11,56.2252061336,10.7087135765,1
65399950,Amanita citrina,data/raw/images/Amanita_citrina/65399950.jpg,thomasjakobsen,2020-11-22,54.8037303483,12.1204566211,1
92888052,Amanita citrina,data/raw/images/Amanita_citrina/92888052.jpg,larskramer,2021-08-29,55.8991637173,11.9243707773,1
227556519,Amanita citrina,data/raw/images/Amanita_citrina/227556519.jpg,lars_liengaard,2023-10-17,54.8578107021,9.4873024561,1
184116909,Amanita citrina,data/raw/images/Amanita_citrina/184116909.jpg,joha6926,2023-09-20,55.6240616667,9.8428083333,1
246605387,Amanita citrina,data/raw/images/Amanita_citrina/246605387.jpg,hu37599,2024-10-10,55.2298257,14.8779906,1
98477939,Amanita citrina,data/raw/images/Amanita_citrina/98477939.jpg,maria2453,2021-10-17,55.042987465,9.4557193689,1
67276915,Amanita citrina,data/raw/images/Amanita_citrina/67276915.jpg,natteheks,2019-10-15,55.0178144188,9.9067892271,2
248584548,Amanita citrina,data/raw/images/Amanita_citrina/248584548.jpg,birgitte112,2024-10-22,56.0798050573,12.4516808633,1
187997297,Amanita citrina,data/raw/images/Amanita_citrina/187997297.jpg,allandh,2023-10-18,56.0369466667,9.69268,3
137130662,Amanita citrina,data/raw/images/Amanita_citrina/137130662.jpg,annaklahn,2022-10-01,56.100187071,9.6796635586,1
111685998,Amanita citrina,data/raw/images/Amanita_citrina/111685998.jpg,ulrikni,2021-09-06,55.828537331,12.5624969881,1
319715356,Amanita citrina,data/raw/images/Amanita_citrina/319715356.jpg,freddybjarne,2025-10-09,56.3081264096,9.6791160864,1
248328823,Amanita citrina,data/raw/images/Amanita_citrina/248328823.jpg,tostra97,2024-10-20,55.9063333333,12.3550083333,1
136431475,Amanita citrina,data/raw/images/Amanita_citrina/136431475.jpg,vibesj,2022-09-25,56.525970459,9.152554512,1
185162032,Amanita citrina,data/raw/images/Amanita_citrina/185162032.jpg,rene354,2023-09-27,55.2679721821,10.7780093327,1
176084284,Amanita citrina,data/raw/images/Amanita_citrina/176084284.jpg,mogens27903,2023-08-01,56.2046679778,10.5274439844,1
140382056,Amanita citrina,data/raw/images/Amanita_citrina/140382056.jpg,anni1960,2022-10-15,55.686683028,11.7974802859,1
94429561,Amanita citrina,data/raw/images/Amanita_citrina/94429561.jpg,rasmus_erhardsen,2021-09-11,54.99479132,12.01048947,1
320003525,Amanita citrina,data/raw/images/Amanita_citrina/320003525.jpg,henrikbjerreso,2025-10-10,55.7648829997,12.389276,1
323184654,Amanita citrina,data/raw/images/Amanita_citrina/323184654.jpg,fritillariadk,2025-10-26,57.1359291077,9.9922456741,1
95243999,Amanita citrina,data/raw/images/Amanita_citrina/95243999.jpg,janskouv,2021-09-12,56.0024861111,12.5587361111,1
237240575,Amanita citrina,data/raw/images/Amanita_citrina/237240575.jpg,oleklinke,2024-08-22,56.5256752183,10.658990458,1
250435533,Amanita citrina,data/raw/images/Amanita_citrina/250435533.jpg,nikibifrost,2024-10-21,54.792646,11.882786,3
